2025-11-16T15:08:15.206Z [APP] ✅ Premium features loaded successfully!
2025-11-16T15:08:15.208Z [APP] 🚀 Initializing Joplin to Anki Sync
2025-11-16T15:08:15.320Z [APP] 🔧 Verifying imported models exist...
2025-11-16T15:08:15.351Z [APP] ✅ Model verification completed
2025-11-16T15:08:15.351Z [APP] Running with Premium Two-Way Sync Engine...
2025-11-16T15:08:15.355Z [APP] 🚀 Starting Premium Two-Way Sync (Unified Engine)...
2025-11-16T15:08:15.356Z [APP] ❌ A critical error occurred during the sync process:
2025-11-17T22:33:23.267Z [APP] [CONFLICT] ⚔️ joplin_7b6469ab2403: Both modified. Anki wins.
2025-11-17T22:33:23.267Z [APP] [CONFLICT] ⚔️ joplin_3939c557aacd: Both modified. Anki wins.
2025-11-17T22:33:23.267Z [APP] [CONFLICT] ⚔️ joplin_65a51e5734e6: Both modified. Anki wins.
2025-11-17T22:33:23.267Z [APP] [CONFLICT] ⚔️ joplin_7ab85732a39e: Both modified. Anki wins.
2025-11-17T22:33:23.267Z [APP] [CONFLICT] ⚔️ joplin_a3e386f0910a: Both modified. Anki wins.
2025-11-17T22:33:23.268Z [APP] [CONFLICT] ⚔️ joplin_3cf2ac2219d5: Both modified. Anki wins.
2025-11-17T22:33:23.268Z [APP] [CONFLICT] ⚔️ joplin_42d4335b2e05: Both modified. Anki wins.
2025-11-17T22:33:23.268Z [APP] [CONFLICT] ⚔️ joplin_0e498bbbdbae: Both modified. Anki wins.
2025-11-17T22:33:23.268Z [APP] [CONFLICT] ⚔️ joplin_77037d1e7363: Both modified. Anki wins.
2025-11-17T22:33:23.268Z [APP] [CONFLICT] ⚔️ joplin_8f062345cc93: Both modified. Anki wins.
2025-11-17T22:33:23.268Z [APP] [CONFLICT] ⚔️ joplin_b70a54f92257: Both modified. Anki wins.
2025-11-17T22:33:23.268Z [APP] [CONFLICT] ⚔️ joplin_00903ec0aa90: Both modified. Anki wins.
2025-11-17T22:33:23.268Z [APP] [CONFLICT] ⚔️ joplin_dc5cdb58c9b6: Both modified. Anki wins.
2025-11-17T22:33:23.268Z [APP] [CONFLICT] ⚔️ joplin_86c0eb4dd3f5: Both modified. Anki wins.
2025-11-17T22:33:23.268Z [APP] [CONFLICT] ⚔️ joplin_c6d45d1b4c0a: Both modified. Anki wins.
2025-11-17T22:33:23.268Z [APP] [CONFLICT] ⚔️ joplin_72a7e6612495: Both modified. Anki wins.
2025-11-17T22:33:23.268Z [APP] [CONFLICT] ⚔️ joplin_1213c20b9ddc: Both modified. Anki wins.
2025-11-17T22:33:23.268Z [APP] [CONFLICT] ⚔️ joplin_b7316e09f614: Both modified. Anki wins.
2025-11-17T22:33:23.268Z [APP] [CONFLICT] ⚔️ joplin_129aef4ef142: Both modified. Anki wins.
2025-11-17T22:33:23.268Z [APP] [CONFLICT] ⚔️ joplin_19595012e263: Both modified. Anki wins.
2025-11-17T22:33:23.269Z [APP] [CONFLICT] ⚔️ joplin_d19f26e60960: Both modified. Anki wins.
2025-11-17T22:33:23.269Z [APP] [CONFLICT] ⚔️ joplin_6f3a405b0f1a: Both modified. Anki wins.
2025-11-17T22:33:23.269Z [APP] [CONFLICT] ⚔️ joplin_2bfff16bebde: Both modified. Anki wins.
2025-11-17T22:33:23.269Z [APP] [CONFLICT] ⚔️ joplin_6d57f8dc0080: Both modified. Anki wins.
2025-11-17T22:33:23.269Z [APP] [CONFLICT] ⚔️ joplin_f98eac14f9b7: Both modified. Anki wins.
2025-11-17T22:33:23.269Z [APP] [CONFLICT] ⚔️ joplin_ccc0d7b39191: Both modified. Anki wins.
2025-11-17T22:33:23.269Z [APP] [CONFLICT] ⚔️ joplin_16d7b173ae7c: Both modified. Anki wins.
2025-11-17T22:33:23.269Z [APP] [CONFLICT] ⚔️ joplin_b5a0e37964c2: Both modified. Anki wins.
2025-11-17T22:33:23.269Z [APP] [CONFLICT] ⚔️ joplin_ed19f6e2a201: Both modified. Anki wins.
2025-11-17T22:33:23.270Z [APP] [CONFLICT] ⚔️ joplin_af93ab0b400c: Both modified. Anki wins.
2025-11-17T22:33:23.270Z [APP] [CONFLICT] ⚔️ joplin_135c0578a012: Both modified. Anki wins.
2025-11-17T22:33:23.270Z [APP] [CONFLICT] ⚔️ joplin_bd57d2d8244f: Both modified. Anki wins.
2025-11-17T22:33:23.270Z [APP] [CONFLICT] ⚔️ joplin_1108248a3595: Both modified. Anki wins.
2025-11-17T22:33:23.270Z [APP] [CONFLICT] ⚔️ joplin_073449b21d8b: Both modified. Anki wins.
2025-11-17T22:33:23.270Z [APP] [CONFLICT] ⚔️ joplin_546a8c80af77: Both modified. Anki wins.
2025-11-17T22:33:23.270Z [APP] [CONFLICT] ⚔️ joplin_30a9708460ab: Both modified. Anki wins.
2025-11-17T22:33:23.270Z [APP] [CONFLICT] ⚔️ joplin_1fb32822545e: Both modified. Anki wins.
2025-11-17T22:33:23.270Z [APP] [CONFLICT] ⚔️ joplin_63728e2c9546: Both modified. Anki wins.
2025-11-17T22:33:23.270Z [APP] [CONFLICT] ⚔️ joplin_690141d53048: Both modified. Anki wins.
2025-11-17T22:33:23.270Z [APP] [CONFLICT] ⚔️ joplin_86ae57fa3f2b: Both modified. Anki wins.
2025-11-17T22:33:23.270Z [APP] [CONFLICT] ⚔️ joplin_b64f6d5753fa: Both modified. Anki wins.
2025-11-17T22:33:23.270Z [APP] [CONFLICT] ⚔️ joplin_2b3a3c01370e: Both modified. Anki wins.
2025-11-17T22:33:23.270Z [APP] [CONFLICT] ⚔️ joplin_a96d9a1b6e1a: Both modified. Anki wins.
2025-11-17T22:33:23.270Z [APP] [CONFLICT] ⚔️ joplin_a72276d14192: Both modified. Anki wins.
2025-11-17T22:33:23.270Z [APP] [CONFLICT] ⚔️ joplin_48351431aa7b: Both modified. Anki wins.
2025-11-17T22:33:23.271Z [APP] [CONFLICT] ⚔️ joplin_01b4331db1fa: Both modified. Anki wins.
2025-11-17T22:33:23.271Z [APP] [CONFLICT] ⚔️ joplin_d545cb37bb56: Both modified. Anki wins.
2025-11-17T22:33:23.271Z [APP] [CONFLICT] ⚔️ joplin_60031786305a: Both modified. Anki wins.
2025-11-17T22:33:23.271Z [APP] [CONFLICT] ⚔️ joplin_0e808b20747a: Both modified. Anki wins.
2025-11-17T22:33:23.271Z [APP] [CONFLICT] ⚔️ joplin_6dadcca04090: Both modified. Anki wins.
2025-11-17T22:33:23.271Z [APP] [CONFLICT] ⚔️ joplin_a1d842d54bcf: Both modified. Anki wins.
2025-11-17T22:33:23.271Z [APP] [CONFLICT] ⚔️ joplin_3ca86f5bf650: Both modified. Anki wins.
2025-11-17T22:33:23.271Z [APP] [CONFLICT] ⚔️ joplin_d5068f111eb7: Both modified. Anki wins.
2025-11-17T22:33:23.271Z [APP] [CONFLICT] ⚔️ joplin_fed9079c8c88: Both modified. Anki wins.
2025-11-17T22:33:23.271Z [APP] [CONFLICT] ⚔️ joplin_d508625a08c8: Both modified. Anki wins.
2025-11-17T22:33:23.271Z [APP] [CONFLICT] ⚔️ joplin_42645136b832: Both modified. Anki wins.
2025-11-17T22:33:23.271Z [APP] [CONFLICT] ⚔️ joplin_af99e67521be: Both modified. Anki wins.
2025-11-17T22:33:23.271Z [APP] [CONFLICT] ⚔️ joplin_b66f2154ae62: Both modified. Anki wins.
2025-11-17T22:33:23.273Z [APP] 📥 Grouping 10 items from Anki for creation in Joplin...
2025-11-17T22:33:23.389Z [APP] 📤 Pushing 66 changes from Anki to Joplin...
2025-11-17T22:33:23.857Z [APP] 📦 Starting batch import of 23 items...
2025-11-17T22:33:23.857Z [APP] Processing batch 1 of 3...
2025-11-17T22:33:24.100Z [APP] ✅ Created basic card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418804077)
2025-11-17T22:33:24.157Z [APP] ✅ Created cloze card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418804147)
2025-11-17T22:33:24.214Z [APP] ✅ Created mcq card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418804205)
2025-11-17T22:33:24.289Z [APP] ✅ Created cloze card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418804280)
2025-11-17T22:33:24.350Z [APP] ✅ Created mcq card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418804342)
2025-11-17T22:33:24.398Z [APP] ✅ Created cloze card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418804390)
2025-11-17T22:33:25.110Z [APP] ✅ Created cloze card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418805077)
2025-11-17T22:33:25.163Z [APP] ✅ Created mcq card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418805150)
2025-11-17T22:33:25.223Z [APP] ✅ Created cloze card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418805214)
2025-11-17T22:33:25.281Z [APP] ✅ Created basic card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418805268)
2025-11-17T22:33:25.432Z [APP] Processing batch 2 of 3...
2025-11-17T22:33:25.511Z [APP] ✅ Created basic card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418805502)
2025-11-17T22:33:25.581Z [APP] ✅ Created cloze card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418805572)
2025-11-17T22:33:25.657Z [APP] ✅ Created mcq card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418805648)
2025-11-17T22:33:25.716Z [APP] ✅ Created cloze card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418805705)
2025-11-17T22:33:25.765Z [APP] ✅ Created basic card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418805757)
2025-11-17T22:33:25.816Z [APP] ✅ Created cloze card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418805808)
2025-11-17T22:33:26.511Z [APP] ✅ Created cloze card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418806502)
2025-11-17T22:33:26.574Z [APP] ✅ Created basic card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418806565)
2025-11-17T22:33:26.635Z [APP] ✅ Created cloze card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418806624)
2025-11-17T22:33:26.694Z [APP] ✅ Created mcq card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418806685)
2025-11-17T22:33:26.816Z [APP] Processing batch 3 of 3...
2025-11-17T22:33:26.881Z [APP] ✅ Created mcq card: "🧪Biochemistry Review Questions" in deck "biochemistry🧪" (Anki Note ID: 1763418806873)
2025-11-17T22:33:27.022Z [APP] ✅ Updated card (Anki Note ID: 1762990265630)
2025-11-17T22:33:27.356Z [APP] ✅ Updated standard "Joplin to Anki MCQ Enhanced" card: "🏷Histology Review Questions"
2025-11-17T22:33:27.986Z [APP] ✅ Updated card (Anki Note ID: 1761640795124)
2025-11-17T22:33:28.231Z [APP] ✅ Updated standard "Joplin to Anki MCQ Enhanced" card: "🏷Histology Review Questions"
2025-11-17T22:33:28.232Z [APP] 
 📊 Batch Import Summary:
    • Created: 21
    • Updated: 2
    • Skipped: 0
    • Failed: 0
    • Resources Uploaded: 9
    • Resource Failures: 0
   
2025-11-17T22:33:28.362Z [APP] 
   ╔═══ ✨ Sync Completed Successfully ✨ ════╗
   ║                                          ║
   ║   ⏱️  Duration: 19.1s                    ║
   ║                                          ║
   ║   📝 CHANGES                             ║
   ║      → Joplin: +10 created, 64 updated   ║
   ║      → Anki:   +21 created, 2 updated    ║
   ║      → Conflicts (Anki Won): 66          ║
   ║                                          ║
   ║   📈 STATUS                              ║
   ║      → Unchanged/Skipped: 473            ║
   ║      → Resources Uploaded: 9             ║
   ║      → State Entries Cleaned: 0          ║
   ║      → Total Errors: 0                   ║
   ║                                          ║
   ╚══════════════════════════════════════════╝

2025-11-18T03:41:25.586Z [APP] ✅ Premium features loaded successfully!
2025-11-18T03:41:25.589Z [APP] 🚀 Initializing Joplin to Anki Sync
2025-11-18T03:41:25.986Z [APP] 🔧 Verifying imported models exist...
2025-11-18T03:41:26.008Z [APP] ✅ Model verification completed
2025-11-18T03:41:26.008Z [APP] Running with Premium Two-Way Sync Engine...
2025-11-18T03:41:26.010Z [APP] 🚀 Starting Premium Two-Way Sync (Unified Engine)...
2025-11-18T03:41:37.288Z [APP] Retrieved tags for note 06f24bbe1c9c4eca91006a5d148b60e6: ["physiology🧬::physiology_1.1::physiology_1.1.1","deck::physiology🧬","level_1::semester_1.1::semester_1.1.1"]
2025-11-18T03:41:37.308Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.311Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.314Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.318Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.321Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.324Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.328Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.330Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.332Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.337Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.340Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.343Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.345Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.346Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.347Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.354Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.357Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.360Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.362Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.363Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.364Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.369Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.374Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.378Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.379Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.382Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.385Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.388Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.389Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.392Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.394Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.396Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.398Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.399Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.401Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.406Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.406Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.408Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.410Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.410Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.411Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.412Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.414Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.415Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.415Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.418Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.421Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.422Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.424Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.427Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.428Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.429Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.431Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.432Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.436Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.439Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.443Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.444Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.445Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.446Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.447Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.448Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.450Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.454Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.455Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.456Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.458Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.459Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.460Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.461Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.462Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.462Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.463Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.464Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.464Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.465Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.469Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.471Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.472Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.473Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.476Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.477Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.478Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.478Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.480Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.480Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.481Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.481Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.482Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.483Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.484Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.485Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.490Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.491Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.493Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-18T03:41:37.564Z [APP] Retrieved tags for note 743bfa6e38d5427ebc5c35b701dedc5e: ["deck::biochemistry🧪","level_1::semester_1.1::semester_1.1.1","biochemistry🧪::biochemistry_1.1::biochemistry_1.1.1"]
2025-11-18T03:41:37.565Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.566Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.568Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.569Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.572Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.575Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.577Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.579Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.581Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.582Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.585Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.588Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.590Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.592Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.593Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.594Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.595Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.596Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.597Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.597Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.600Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.603Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.605Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.607Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.609Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.611Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.612Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.613Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.614Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.616Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.620Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.622Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.623Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.624Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.626Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.627Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.628Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.629Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.630Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.630Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.631Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.632Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.634Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.637Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-18T03:41:37.638Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
